,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,20%,0%,25%,0%,25%,20%,0%,25%,0%,0%,,,,,,,,,,,SPY,,,,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estrategia,%,,,Max # Posiciones,Max %  por posición,,,,,,,,,,
Date,Smart DCA Acciones,Smart DCA Defensivo,Smart Global 60/40,Satellite Synergy,AllWeather FLEX,AllWeather Leverage,Oso Perezoso,Fuerza 6,Rotacion Defensiva D4,AllWeather TAA,NDX Core 9,BuyHold SPY,BuyHold 60/40,,,Date,Estrategia,BuyHold SPY,BuyHold 60/40,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,,Date,Estrategia,S&P500,60/40,,,,,,,,,,,,,,,,,,,,,Smart_DCA_Acciones,0%,,,,,,,,,,,,,,
11/29/2023,"$662,744.95 ","$226,405.18 ","$493,706.77 ","$369,676.24 ","$437,886.07 ","$689,530.13 ","$265,587.52 ","$602,511.64 ","$289,988.27 ","$474,409.36 ","$1,180,217.84 ","$441,592.80 ","$285,710.24 ",,,11/29/2023,"$749,997.80 ","$441,592.80 ","$285,710.24 "," 782,411 "," 749,998 "," (32,414)",-4.1%," 451,569 "," 441,593 "," (9,976)",-2.2%," 307,054 "," 285,710 "," (21,344)",-7.0%,,11/29/2023,-4.1%,-2.2%,-7.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023,"$663,123.20 ","$226,725.57 ","$494,151.07 ","$370,394.17 ","$436,708.24 ","$687,186.92 ","$284,901.68 ","$597,891.01 ","$289,988.27 ","$473,330.96 ","$1,177,642.78 ","$443,330.89 ","$285,488.08 ",,,11/30/2023,"$747,756.67 ","$443,330.89 ","$285,488.08 "," 782,411 "," 747,757 "," (34,655)",-4.4%," 451,569 "," 443,331 "," (8,238)",-1.8%," 307,054 "," 285,488 "," (21,566)",-7.0%,,11/30/2023,-4.4%,-1.8%,-7.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023,"$666,074.90 ","$227,698.85 ","$496,361.19 ","$371,496.68 ","$440,407.23 ","$698,716.27 ","$284,901.68 ","$602,258.53 ","$289,988.27 ","$474,698.46 ","$1,189,836.78 ","$445,952.59 ","$288,042.92 ",,,12/1/2023,"$754,999.89 ","$445,952.59 ","$288,042.92 "," 782,411 "," 755,000 "," (27,411)",-3.5%," 451,569 "," 445,953 "," (5,616)",-1.2%," 307,054 "," 288,043 "," (19,011)",-6.2%,,12/1/2023,-3.5%,-1.2%,-6.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023,"$661,021.35 ","$227,250.96 ","$493,597.11 ","$370,220.88 ","$440,596.96 ","$691,347.95 ","$284,901.68 ","$594,251.00 ","$289,988.27 ","$472,270.59 ","$1,177,588.15 ","$443,612.48 ","$286,487.80 ",,,12/4/2023,"$747,838.61 ","$443,612.48 ","$286,487.80 "," 782,411 "," 747,839 "," (34,573)",-4.4%," 451,569 "," 443,612 "," (7,956)",-1.8%," 307,054 "," 286,488 "," (20,566)",-6.7%,,12/4/2023,-4.4%,-1.8%,-6.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023,"$661,849.40 ","$227,481.35 ","$494,197.79 ","$370,663.38 ","$443,330.37 ","$694,867.94 ","$284,901.68 ","$591,391.17 ","$289,988.27 ","$472,667.31 ","$1,173,637.52 ","$443,525.09 ","$286,765.50 ",,,12/5/2023,"$747,104.49 ","$443,525.09 ","$286,765.50 "," 782,411 "," 747,104 "," (35,307)",-4.5%," 451,569 "," 443,525 "," (8,044)",-1.8%," 307,054 "," 286,766 "," (20,288)",-6.6%,,12/5/2023,-4.5%,-1.8%,-6.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2023,"$658,473.00 ","$227,313.43 ","$492,470.68 ","$370,158.29 ","$441,351.84 ","$691,652.37 ","$284,901.68 ","$587,855.46 ","$289,988.27 ","$471,044.67 ","$1,165,812.02 ","$441,738.45 ","$287,709.68 ",,,12/6/2023,"$743,359.27 ","$441,738.45 ","$287,709.68 "," 782,411 "," 743,359 "," (39,052)",-5.0%," 451,569 "," 441,738 "," (9,830)",-2.2%," 307,054 "," 287,710 "," (19,344)",-6.3%,,12/6/2023,-5.0%,-2.2%,-6.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2023,"$665,903.65 ","$227,556.71 ","$496,174.57 ","$371,072.62 ","$443,532.24 ","$697,730.07 ","$284,901.68 ","$588,682.43 ","$289,988.27 ","$474,614.40 ","$1,185,400.68 ","$445,107.82 ","$287,876.30 ",,,12/7/2023,"$750,165.47 ","$445,107.82 ","$287,876.30 "," 782,411 "," 750,165 "," (32,246)",-4.1%," 451,569 "," 445,108 "," (6,461)",-1.4%," 307,054 "," 287,876 "," (19,177)",-6.2%,,12/7/2023,-4.1%,-1.4%,-6.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2023,"$668,913.00 ","$227,206.66 ","$497,270.87 ","$371,898.15 ","$447,453.54 ","$701,101.62 ","$284,901.68 ","$585,444.58 ","$289,988.27 ","$476,061.39 ","$1,188,980.87 ","$447,020.69 ","$287,876.30 ",,,12/8/2023,"$751,259.05 ","$447,020.69 ","$287,876.30 "," 782,411 "," 751,259 "," (31,152)",-4.0%," 451,569 "," 447,021 "," (4,548)",-1.0%," 307,054 "," 287,876 "," (19,177)",-6.2%,,12/8/2023,-4.0%,-1.0%,-6.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2023,"$673,274.85 ","$227,097.25 ","$499,230.79 ","$372,826.00 ","$444,552.43 ","$696,208.78 ","$284,901.68 ","$581,481.19 ","$289,988.27 ","$478,156.29 ","$1,220,360.11 ","$448,758.78 ","$288,653.86 ",,,12/11/2023,"$757,075.37 ","$448,758.78 ","$288,653.86 "," 782,411 "," 757,075 "," (25,336)",-3.2%," 451,569 "," 448,759 "," (2,810)",-0.6%," 307,054 "," 288,654 "," (18,400)",-6.0%,,12/11/2023,-3.2%,-0.6%,-6.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2023,"$677,681.50 ","$227,379.20 ","$501,546.15 ","$373,478.08 ","$448,168.64 ","$703,318.78 ","$284,901.68 ","$578,464.39 ","$289,988.27 ","$480,273.39 ","$1,239,150.22 ","$450,807.59 ","$289,320.34 ",,,12/12/2023,"$762,926.62 ","$450,807.59 ","$289,320.34 "," 782,411 "," 762,927 "," (19,485)",-2.5%," 451,569 "," 450,808 ", (761),-0.2%," 307,054 "," 289,320 "," (17,733)",-5.8%,,12/12/2023,-2.5%,-0.2%,-5.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2023,"$686,921.90 ","$229,828.54 ","$507,976.57 ","$375,399.72 ","$455,984.17 ","$723,741.70 ","$284,901.68 ","$587,271.57 ","$289,988.27 ","$484,717.26 ","$1,249,774.25 ","$457,021.99 ","$293,208.14 ",,,12/13/2023,"$773,274.48 ","$457,021.99 ","$293,208.14 "," 782,411 "," 773,274 "," (9,137)",-1.2%," 457,022 "," 457,022 ", -   ,0.0%," 307,054 "," 293,208 "," (13,846)",-4.5%,,12/13/2023,-1.2%,0.0%,-4.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2023,"$687,679.55 ","$230,867.12 ","$509,211.94 ","$375,604.75 ","$455,336.77 ","$724,087.92 ","$284,901.68 ","$592,148.11 ","$289,988.27 ","$485,083.86 ","$1,242,918.62 ","$458,488.20 ","$295,207.58 ",,,12/14/2023,"$772,907.27 ","$458,488.20 ","$295,207.58 "," 782,411 "," 772,907 "," (9,504)",-1.2%," 458,488 "," 458,488 ", -   ,0.0%," 307,054 "," 295,208 "," (11,846)",-3.9%,,12/14/2023,-1.2%,0.0%,-3.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2023,"$688,920.21 ","$230,515.75 ","$509,519.13 ","$376,301.79 ","$454,582.73 ","$721,223.60 ","$284,901.68 ","$589,680.48 ","$289,988.27 ","$485,676.81 ","$1,249,894.76 ","$457,736.74 ","$294,430.02 ",,,12/15/2023,"$773,457.72 ","$457,736.74 ","$294,430.02 "," 782,411 "," 773,458 "," (8,954)",-1.1%," 458,488 "," 457,737 ", (751),-0.2%," 307,054 "," 294,430 "," (12,624)",-4.1%,,12/15/2023,-1.1%,-0.2%,-4.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2023,"$693,152.21 ","$230,562.38 ","$511,533.53 ","$371,576.47 ","$457,527.96 ","$728,472.97 ","$284,901.68 ","$592,352.80 ","$289,988.27 ","$487,711.40 ","$1,257,257.46 ","$460,304.14 ","$294,763.26 ",,,12/18/2023,"$776,833.76 ","$460,304.14 ","$294,763.26 "," 782,411 "," 776,834 "," (5,578)",-0.7%," 460,304 "," 460,304 ", -   ,0.0%," 307,054 "," 294,763 "," (12,291)",-4.0%,,12/18/2023,-0.7%,0.0%,-4.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2023,"$697,117.86 ","$230,917.71 ","$513,683.87 ","$372,435.29 ","$460,168.14 ","$735,261.19 ","$284,901.68 ","$595,806.86 ","$289,988.27 ","$489,618.83 ","$1,262,591.16 ","$463,102.39 ","$296,429.46 ",,,12/19/2023,"$780,899.51 ","$463,102.39 ","$296,429.46 "," 782,411 "," 780,900 "," (1,512)",-0.2%," 463,102 "," 463,102 ", -   ,0.0%," 307,054 "," 296,429 "," (10,624)",-3.5%,,12/19/2023,-0.2%,0.0%,-3.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2023,"$686,819.56 ","$231,095.22 ","$509,039.10 ","$370,487.20 ","$456,267.32 ","$724,101.70 ","$284,901.68 ","$592,022.33 ","$289,988.27 ","$484,667.45 ","$1,243,301.61 ","$456,686.89 ","$294,652.18 ",,,12/20/2023,"$771,951.50 ","$456,686.89 ","$294,652.18 "," 782,411 "," 771,952 "," (10,460)",-1.3%," 463,102 "," 456,687 "," (6,416)",-1.4%," 307,054 "," 294,652 "," (12,402)",-4.0%,,12/20/2023,-1.3%,-1.4%,-4.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2023,"$694,308.96 ","$231,621.11 ","$512,995.70 ","$371,801.61 ","$460,780.16 ","$735,347.35 ","$284,901.68 ","$594,496.60 ","$289,988.27 ","$488,267.54 ","$1,258,614.73 ","$461,015.89 ","$296,596.08 ",,,12/21/2023,"$779,472.65 ","$461,015.89 ","$296,596.08 "," 782,411 "," 779,473 "," (2,939)",-0.4%," 463,102 "," 461,016 "," (2,087)",-0.5%," 307,054 "," 296,596 "," (10,458)",-3.4%,,12/21/2023,-0.4%,-0.5%,-3.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2023,"$695,549.41 ","$231,409.89 ","$513,386.15 ","$372,127.57 ","$462,157.47 ","$739,263.40 ","$284,901.68 ","$595,526.88 ","$289,988.27 ","$488,864.30 ","$1,262,336.59 ","$461,942.14 ","$296,731.88 ",,,12/22/2023,"$781,704.89 ","$461,942.14 ","$296,731.88 "," 782,411 "," 781,705 ", (706),-0.1%," 463,102 "," 461,942 "," (1,160)",-0.3%," 307,054 "," 296,732 "," (10,322)",-3.4%,,12/22/2023,-0.1%,-0.3%,-3.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2023,"$699,279.41 ","$231,713.66 ","$515,397.94 ","$373,092.07 ","$462,017.06 ","$742,422.18 ","$284,901.68 ","$599,663.39 ","$289,988.27 ","$490,656.80 ","$1,269,382.02 ","$463,892.14 ","$297,798.69 ",,,12/26/2023,"$785,482.97 ","$463,892.14 ","$297,798.69 "," 785,483 "," 785,483 ", -   ,0.0%," 463,892 "," 463,892 ", -   ,0.0%," 307,054 "," 297,799 "," (9,255)",-3.0%,,12/26/2023,0.0%,0.0%,-3.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2023,"$700,663.28 ","$232,369.46 ","$516,615.09 ","$373,124.51 ","$463,522.75 ","$746,693.09 ","$284,901.68 ","$600,252.64 ","$289,988.27 ","$491,322.10 ","$1,267,088.30 ","$464,730.64 ","$299,088.76 ",,,12/27/2023,"$786,131.06 ","$464,730.64 ","$299,088.76 "," 786,131 "," 786,131 ", -   ,0.0%," 464,731 "," 464,731 ", -   ,0.0%," 307,054 "," 299,089 "," (7,965)",-2.6%,,12/27/2023,0.0%,0.0%,-2.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2023,"$700,607.98 ","$231,810.84 ","$516,097.53 ","$373,092.52 ","$461,502.53 ","$741,133.04 ","$284,901.68 ","$596,893.82 ","$289,988.27 ","$491,296.00 ","$1,267,251.92 ","$464,906.14 ","$298,808.31 ",,,12/28/2023,"$783,935.85 ","$464,906.14 ","$298,808.31 "," 786,131 "," 783,936 "," (2,195)",-0.3%," 464,906 "," 464,906 ", -   ,0.0%," 307,054 "," 298,808 "," (8,245)",-2.7%,,12/28/2023,-0.3%,0.0%,-2.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2023,"$697,983.68 ","$231,431.05 ","$514,536.76 ","$372,491.72 ","$459,904.32 ","$737,224.02 ","$295,061.99 ","$595,430.36 ","$289,988.27 ","$490,034.92 ","$1,263,390.72 ","$463,560.64 ","$298,359.59 ",,,12/29/2023,"$781,507.27 ","$463,560.64 ","$298,359.59 "," 786,131 "," 781,507 "," (4,624)",-0.6%," 464,906 "," 463,561 "," (1,346)",-0.3%," 307,054 "," 298,360 "," (8,694)",-2.8%,,12/29/2023,-0.6%,-0.3%,-2.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2024,"$689,706.18 ","$230,773.43 ","$510,046.07 ","$376,443.03 ","$458,900.20 ","$732,429.43 ","$295,061.99 ","$595,093.92 ","$289,988.27 ","$486,061.09 ","$1,240,064.40 ","$460,967.14 ","$296,228.17 ",,,1/2/2024,"$775,183.20 ","$460,967.14 ","$296,228.17 "," 786,131 "," 775,183 "," (10,948)",-1.4%," 464,906 "," 460,967 "," (3,939)",-0.8%," 307,054 "," 296,228 "," (10,826)",-3.5%,,1/2/2024,-1.4%,-0.8%,-3.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2024,"$683,027.08 ","$230,874.00 ","$507,020.03 ","$374,679.07 ","$453,621.71 ","$720,543.89 ","$295,061.99 ","$590,636.71 ","$289,988.27 ","$482,850.73 ","$1,223,040.15 ","$457,203.64 ","$294,882.01 ",,,1/3/2024,"$766,488.66 ","$457,203.64 ","$294,882.01 "," 786,131 "," 766,489 "," (19,642)",-2.5%," 464,906 "," 457,204 "," (7,703)",-1.7%," 307,054 "," 294,882 "," (12,172)",-4.0%,,1/3/2024,-2.5%,-1.7%,-4.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2024,"$680,061.43 ","$228,666.49 ","$503,674.80 ","$372,554.30 ","$454,611.23 ","$720,497.11 ","$295,061.99 ","$590,441.96 ","$289,988.27 ","$481,425.73 ","$1,217,705.69 ","$455,731.39 ","$294,040.66 ",,,1/4/2024,"$764,669.70 ","$455,731.39 ","$294,040.66 "," 786,131 "," 764,670 "," (21,461)",-2.7%," 464,906 "," 455,731 "," (9,175)",-2.0%," 307,054 "," 294,041 "," (13,013)",-4.2%,,1/4/2024,-2.7%,-2.0%,-4.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2024,"$680,951.43 ","$227,725.15 ","$503,248.70 ","$372,197.76 ","$454,926.12 ","$721,445.37 ","$295,061.99 ","$590,783.01 ","$289,988.27 ","$481,853.80 ","$1,217,896.81 ","$456,355.39 ","$294,152.84 ",,,1/5/2024,"$764,968.50 ","$456,355.39 ","$294,152.84 "," 786,131 "," 764,969 "," (21,163)",-2.7%," 464,906 "," 456,355 "," (8,551)",-1.8%," 307,054 "," 294,153 "," (12,901)",-4.2%,,1/5/2024,-2.7%,-1.8%,-4.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,"$693,271.63 ","$229,448.15 ","$510,538.38 ","$376,330.04 ","$463,913.67 ","$741,673.86 ","$295,061.99 ","$591,176.69 ","$289,988.27 ","$487,774.60 ","$1,243,363.48 ","$462,868.39 ","$296,059.90 ",,,1/8/2024,"$777,317.17 ","$462,868.39 ","$296,059.90 "," 786,131 "," 777,317 "," (8,814)",-1.1%," 464,906 "," 462,868 "," (2,038)",-0.4%," 307,054 "," 296,060 "," (10,994)",-3.6%,,1/8/2024,-1.1%,-0.4%,-3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2024,"$693,492.83 ","$228,918.43 ","$510,186.62 ","$375,885.88 ","$464,078.46 ","$741,885.22 ","$295,061.99 ","$590,905.75 ","$289,988.27 ","$487,879.00 ","$1,246,641.39 ","$462,166.39 ","$295,386.82 ",,,1/9/2024,"$778,032.92 ","$462,166.39 ","$295,386.82 "," 786,131 "," 778,033 "," (8,098)",-1.0%," 464,906 "," 462,166 "," (2,740)",-0.6%," 307,054 "," 295,387 "," (11,667)",-3.8%,,1/9/2024,-1.0%,-0.6%,-3.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2024,"$697,939.03 ","$228,636.53 ","$512,007.60 ","$376,976.08 ","$468,906.55 ","$751,152.36 ","$295,061.99 ","$591,231.22 ","$289,988.27 ","$490,016.35 ","$1,250,656.57 ","$464,779.39 ","$296,340.35 ",,,1/10/2024,"$781,652.91 ","$464,779.39 ","$296,340.35 "," 786,131 "," 781,653 "," (4,478)",-0.6%," 464,906 "," 464,779 ", (127),0.0%," 307,054 "," 296,340 "," (10,713)",-3.5%,,1/10/2024,-0.6%,0.0%,-3.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2024,"$698,570.88 ","$229,561.85 ","$513,133.33 ","$377,572.23 ","$469,530.84 ","$752,203.74 ","$295,061.99 ","$591,695.01 ","$289,988.27 ","$490,318.75 ","$1,260,815.31 ","$464,574.64 ","$296,901.25 ",,,1/11/2024,"$784,690.62 ","$464,574.64 ","$296,901.25 "," 786,131 "," 784,691 "," (1,440)",-0.2%," 464,906 "," 464,575 ", (332),-0.1%," 307,054 "," 296,901 "," (10,153)",-3.3%,,1/11/2024,-0.2%,-0.1%,-3.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2024,"$699,000.03 ","$229,510.77 ","$513,283.72 ","$378,246.96 ","$466,738.64 ","$747,762.61 ","$295,061.99 ","$594,700.05 ","$289,988.27 ","$490,525.21 ","$1,261,263.66 ","$464,896.39 ","$297,349.97 ",,,1/12/2024,"$784,578.63 ","$464,896.39 ","$297,349.97 "," 786,131 "," 784,579 "," (1,552)",-0.2%," 464,906 "," 464,896 ", (10),0.0%," 307,054 "," 297,350 "," (9,704)",-3.2%,,1/12/2024,-0.2%,0.0%,-3.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/2024,"$697,711.98 ","$226,739.05 ","$510,254.05 ","$375,765.15 ","$465,578.78 ","$745,402.31 ","$295,061.99 ","$590,873.45 ","$289,988.27 ","$489,903.82 ","$1,261,623.42 ","$463,190.14 ","$294,825.92 ",,,1/16/2024,"$782,625.48 ","$463,190.14 ","$294,825.92 "," 786,131 "," 782,625 "," (3,506)",-0.4%," 464,906 "," 463,190 "," (1,716)",-0.4%," 307,054 "," 294,826 "," (12,228)",-4.0%,,1/16/2024,-0.4%,-0.4%,-4.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/2024,"$693,699.18 ","$226,123.27 ","$507,845.83 ","$373,815.47 ","$463,062.97 ","$739,143.91 ","$295,061.99 ","$586,343.28 ","$289,988.27 ","$487,974.31 ","$1,255,716.12 ","$460,616.14 ","$293,087.13 ",,,1/17/2024,"$778,061.58 ","$460,616.14 ","$293,087.13 "," 786,131 "," 778,062 "," (8,069)",-1.0%," 464,906 "," 460,616 "," (4,290)",-0.9%," 307,054 "," 293,087 "," (13,967)",-4.5%,,1/17/2024,-1.0%,-0.9%,-4.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2024,"$702,019.78 ","$225,289.35 ","$511,004.15 ","$375,969.93 ","$464,837.22 ","$746,132.40 ","$295,061.99 ","$590,544.75 ","$289,988.27 ","$491,972.29 ","$1,273,428.63 ","$464,711.14 ","$294,489.38 ",,,1/18/2024,"$785,718.09 ","$464,711.14 ","$294,489.38 "," 786,131 "," 785,718 ", (413),-0.1%," 464,906 "," 464,711 ", (195),0.0%," 307,054 "," 294,489 "," (12,564)",-4.1%,,1/18/2024,-0.1%,0.0%,-4.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2024,"$713,801.68 ","$225,762.65 ","$516,949.47 ","$379,681.57 ","$471,517.61 ","$763,225.00 ","$295,061.99 ","$593,856.83 ","$289,988.27 ","$497,633.38 ","$1,309,384.00 ","$470,502.64 ","$296,059.90 ",,,1/19/2024,"$800,550.43 ","$470,502.64 ","$296,059.90 "," 800,550 "," 800,550 ", -   ,0.0%," 470,503 "," 470,503 ", -   ,0.0%," 307,054 "," 296,060 "," (10,994)",-3.6%,,1/19/2024,0.0%,0.0%,-3.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2024,"$715,036.98 ","$226,613.53 ","$518,272.95 ","$380,546.15 ","$470,469.20 ","$762,045.06 ","$295,061.99 ","$593,579.62 ","$289,988.27 ","$498,227.83 ","$1,306,323.07 ","$471,497.14 ","$296,732.98 ",,,1/22/2024,"$799,593.82 ","$471,497.14 ","$296,732.98 "," 800,550 "," 799,594 ", (957),-0.1%," 471,497 "," 471,497 ", -   ,0.0%," 307,054 "," 296,733 "," (10,321)",-3.4%,,1/22/2024,-0.1%,0.0%,-3.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2024,"$717,655.13 ","$225,662.65 ","$518,655.10 ","$380,952.08 ","$470,370.60 ","$763,325.74 ","$295,061.99 ","$595,126.41 ","$289,988.27 ","$499,486.03 ","$1,305,879.84 ","$472,871.89 ","$296,845.16 ",,,1/23/2024,"$800,271.07 ","$472,871.89 ","$296,845.16 "," 800,550 "," 800,271 ", (279),0.0%," 472,872 "," 472,872 ", -   ,0.0%," 307,054 "," 296,845 "," (10,209)",-3.3%,,1/23/2024,0.0%,0.0%,-3.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2024,"$720,196.08 ","$224,958.00 ","$519,238.63 ","$381,342.69 ","$472,004.60 ","$767,456.81 ","$295,061.99 ","$592,589.72 ","$289,988.27 ","$500,705.23 ","$1,317,946.71 ","$473,388.64 ","$297,181.70 ",,,1/24/2024,"$803,764.50 ","$473,388.64 ","$297,181.70 "," 803,765 "," 803,765 ", -   ,0.0%," 473,389 "," 473,389 ", -   ,0.0%," 307,054 "," 297,182 "," (9,872)",-3.2%,,1/24/2024,0.0%,0.0%,-3.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2024,"$722,562.08 ","$226,527.80 ","$521,696.51 ","$383,027.07 ","$473,622.37 ","$770,907.61 ","$295,061.99 ","$594,905.06 ","$289,988.27 ","$501,845.35 ","$1,319,960.27 ","$475,962.64 ","$298,471.77 ",,,1/25/2024,"$806,046.30 ","$475,962.64 ","$298,471.77 "," 806,046 "," 806,046 ", -   ,0.0%," 475,963 "," 475,963 ", -   ,0.0%," 307,054 "," 298,472 "," (8,582)",-2.8%,,1/25/2024,0.0%,0.0%,-2.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2024,"$719,781.98 ","$226,170.44 ","$520,059.69 ","$382,269.15 ","$475,637.94 ","$771,940.24 ","$295,061.99 ","$594,527.91 ","$289,988.27 ","$500,511.31 ","$1,310,747.04 ","$475,358.14 ","$298,583.95 ",,,1/26/2024,"$803,755.28 ","$475,358.14 ","$298,583.95 "," 806,046 "," 803,755 "," (2,291)",-0.3%," 475,963 "," 475,358 ", (605),-0.1%," 307,054 "," 298,584 "," (8,470)",-2.8%,,1/26/2024,-0.3%,-0.1%,-2.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2024,"$726,534.68 ","$227,764.25 ","$524,628.05 ","$385,200.13 ","$480,721.76 ","$783,332.06 ","$295,061.99 ","$598,498.91 ","$289,988.27 ","$503,756.95 ","$1,327,097.66 ","$479,121.64 ","$300,154.47 ",,,1/29/2024,"$812,269.84 ","$479,121.64 ","$300,154.47 "," 812,270 "," 812,270 ", -   ,0.0%," 479,122 "," 479,122 ", -   ,0.0%," 307,054 "," 300,154 "," (6,899)",-2.2%,,1/29/2024,0.0%,0.0%,-2.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2024,"$723,640.98 ","$228,587.00 ","$523,980.87 ","$384,940.91 ","$479,817.99 ","$780,048.70 ","$295,061.99 ","$598,634.57 ","$289,988.27 ","$502,369.00 ","$1,321,271.01 ","$478,751.14 ","$299,817.93 ",,,1/30/2024,"$809,974.41 ","$478,751.14 ","$299,817.93 "," 812,270 "," 809,974 "," (2,295)",-0.3%," 479,122 "," 478,751 ", (371),-0.1%," 307,054 "," 299,818 "," (7,236)",-2.4%,,1/30/2024,-0.3%,-0.1%,-2.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2024,"$710,250.23 ","$229,368.82 ","$518,428.24 ","$381,503.66 ","$471,425.70 ","$760,008.70 ","$298,913.16 ","$594,972.51 ","$289,988.27 ","$495,932.02 ","$1,308,779.38 ","$470,941.39 ","$298,303.50 ",,,1/31/2024,"$800,238.53 ","$470,941.39 ","$298,303.50 "," 812,270 "," 800,239 "," (12,031)",-1.5%," 479,122 "," 470,941 "," (8,180)",-1.7%," 307,054 "," 298,304 "," (8,750)",-2.8%,,1/31/2024,-1.5%,-1.7%,-2.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2024,"$719,286.23 ","$231,394.71 ","$524,422.61 ","$385,139.66 ","$477,165.72 ","$772,934.77 ","$298,913.16 ","$600,838.19 ","$289,988.27 ","$500,277.73 ","$1,329,935.99 ","$477,103.39 ","$300,883.64 ",,,2/1/2024,"$810,952.82 ","$477,103.39 ","$300,883.64 "," 812,270 "," 810,953 "," (1,317)",-0.2%," 479,122 "," 477,103 "," (2,018)",-0.4%," 307,054 "," 300,884 "," (6,170)",-2.0%,,2/1/2024,-0.2%,-0.4%,-2.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
