,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,20%,0%,25%,0%,25%,20%,0%,25%,0%,0%,,,,,,,,,,,SPY,,,,AOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estrategia,%,,,Max # Posiciones,Max %  por posición,,,,,,,,,,
Date,Smart DCA Acciones,Smart DCA Defensivo,Smart Global 60/40,Satellite Synergy,AllWeather FLEX,AllWeather Leverage,Oso Perezoso,Fuerza 6,Rotacion Defensiva D4,AllWeather TAA,NDX Core 9,BuyHold SPY,BuyHold 60/40,,,Date,Estrategia,BuyHold SPY,BuyHold 60/40,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,$$ MaxT1,$$ MinT1,$$ Draw Down T1,% Draw Down ,,Date,Estrategia,S&P500,60/40,,,,,,,,,,,,,,,,,,,,,Smart_DCA_Acciones,0%,,,,,,,,,,,,,,
9/27/2023,"$610,336.15 ","$225,555.41 ","$468,598.94 ","$371,003.89 ","$408,129.56 ","$636,609.24 ","$280,442.77 ","$611,935.18 ","$312,500.11 ","$466,101.21 ","$1,081,762.94 ","$413,861.04 ","$272,130.99 ",,,9/27/2023,"$719,277.64 ","$413,861.04 ","$272,130.99 "," 782,411 "," 719,278 "," (63,134)",-8.1%," 451,569 "," 413,861 "," (37,708)",-8.4%," 307,054 "," 272,131 "," (34,923)",-11.4%,,9/27/2023,-8.1%,-8.4%,-11.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,"$614,834.60 ","$225,198.26 ","$470,393.90 ","$372,480.95 ","$411,651.33 ","$643,998.22 ","$280,442.77 ","$613,453.77 ","$309,021.46 ","$467,587.18 ","$1,096,983.91 ","$416,259.41 ","$273,844.67 ",,,9/28/2023,"$724,909.46 ","$416,259.41 ","$273,844.67 "," 782,411 "," 724,909 "," (57,502)",-7.3%," 451,569 "," 416,259 "," (35,309)",-7.8%," 307,054 "," 273,845 "," (33,209)",-10.8%,,9/28/2023,-7.3%,-7.8%,-10.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2023,"$614,330.20 ","$225,204.83 ","$470,180.71 ","$371,392.13 ","$411,693.25 ","$643,730.66 ","$270,168.01 ","$610,887.54 ","$308,524.51 ","$464,424.52 ","$1,098,067.06 ","$415,249.57 ","$273,181.31 ",,,9/29/2023,"$724,154.64 ","$415,249.57 ","$273,181.31 "," 782,411 "," 724,155 "," (58,257)",-7.4%," 451,569 "," 415,250 "," (36,319)",-8.0%," 307,054 "," 273,181 "," (33,872)",-11.0%,,9/29/2023,-7.4%,-8.0%,-11.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2023,"$616,959.45 ","$225,882.30 ","$472,036.92 ","$370,616.73 ","$410,545.77 ","$644,640.42 ","$270,168.01 ","$605,528.87 ","$313,990.96 ","$462,571.51 ","$1,103,110.04 ","$415,084.50 ","$271,357.07 ",,,10/2/2023,"$725,241.37 ","$415,084.50 ","$271,357.07 "," 782,411 "," 725,241 "," (57,170)",-7.3%," 451,569 "," 415,085 "," (36,484)",-8.1%," 307,054 "," 271,357 "," (35,697)",-11.6%,,10/2/2023,-7.3%,-8.1%,-11.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,"$607,036.85 ","$225,693.00 ","$467,233.97 ","$368,386.69 ","$407,399.92 ","$634,441.80 ","$270,168.01 ","$599,741.80 ","$314,587.30 ","$459,669.85 ","$1,091,097.24 ","$409,530.38 ","$268,272.50 ",,,10/3/2023,"$717,915.01 ","$409,530.38 ","$268,272.50 "," 782,411 "," 717,915 "," (64,496)",-8.2%," 451,569 "," 409,530 "," (42,038)",-9.3%," 307,054 "," 268,273 "," (38,781)",-12.6%,,10/3/2023,-8.2%,-9.3%,-12.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2023,"$613,675.50 ","$225,487.71 ","$470,175.74 ","$368,572.74 ","$405,570.98 ","$638,760.93 ","$270,168.01 ","$595,519.43 ","$311,795.44 ","$456,901.52 ","$1,100,721.26 ","$412,511.35 ","$269,770.26 ",,,10/4/2023,"$719,824.04 ","$412,511.35 ","$269,770.26 "," 782,411 "," 719,824 "," (62,587)",-8.0%," 451,569 "," 412,511 "," (39,057)",-8.6%," 307,054 "," 269,770 "," (37,284)",-12.1%,,10/4/2023,-8.0%,-8.6%,-12.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2023,"$612,585.90 ","$225,197.13 ","$469,403.14 ","$368,521.66 ","$404,451.13 ","$636,555.37 ","$270,168.01 ","$595,291.39 ","$302,978.55 ","$455,500.20 ","$1,098,929.63 ","$412,355.99 ","$270,047.96 ",,,10/5/2023,"$716,994.14 ","$412,355.99 ","$270,047.96 "," 782,411 "," 716,994 "," (65,417)",-8.4%," 451,569 "," 412,356 "," (39,213)",-8.7%," 307,054 "," 270,048 "," (37,006)",-12.1%,,10/5/2023,-8.4%,-8.7%,-12.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,"$621,718.70 ","$224,872.83 ","$473,395.40 ","$370,238.49 ","$408,843.67 ","$648,226.88 ","$270,168.01 ","$600,352.14 ","$307,927.18 ","$459,049.23 ","$1,108,932.69 ","$417,249.83 ","$271,714.16 ",,,10/6/2023,"$725,011.06 ","$417,249.83 ","$271,714.16 "," 782,411 "," 725,011 "," (57,400)",-7.3%," 451,569 "," 417,250 "," (34,319)",-7.6%," 307,054 "," 271,714 "," (35,340)",-11.5%,,10/6/2023,-7.3%,-7.6%,-11.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2023,"$625,396.15 ","$225,256.14 ","$475,433.51 ","$372,320.91 ","$413,570.41 ","$655,507.55 ","$270,168.01 ","$605,442.55 ","$309,120.85 ","$464,908.81 ","$1,110,985.89 ","$419,920.08 ","$273,102.66 ",,,10/9/2023,"$729,272.35 ","$419,920.08 ","$273,102.66 "," 782,411 "," 729,272 "," (53,139)",-6.8%," 451,569 "," 419,920 "," (31,649)",-7.0%," 307,054 "," 273,103 "," (33,951)",-11.1%,,10/9/2023,-6.8%,-7.0%,-11.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,"$628,872.50 ","$224,987.13 ","$476,819.08 ","$373,188.52 ","$414,457.44 ","$659,337.66 ","$270,168.01 ","$608,312.63 ","$306,934.27 ","$465,997.86 ","$1,114,199.86 ","$422,104.83 ","$274,713.32 ",,,10/10/2023,"$731,487.10 ","$422,104.83 ","$274,713.32 "," 782,411 "," 731,487 "," (50,924)",-6.5%," 451,569 "," 422,105 "," (29,464)",-6.5%," 307,054 "," 274,713 "," (32,340)",-10.5%,,10/10/2023,-6.5%,-6.5%,-10.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,"$632,564.80 ","$225,080.85 ","$478,634.40 ","$373,439.17 ","$413,496.49 ","$660,676.50 ","$270,168.01 ","$608,635.33 ","$306,536.71 ","$465,149.01 ","$1,121,974.08 ","$423,833.21 ","$275,824.12 ",,,10/11/2023,"$733,816.65 ","$423,833.21 ","$275,824.12 "," 782,411 "," 733,817 "," (48,595)",-6.2%," 451,569 "," 423,833 "," (27,736)",-6.1%," 307,054 "," 275,824 "," (31,230)",-10.2%,,10/11/2023,-6.2%,-6.1%,-10.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2023,"$629,476.10 ","$225,994.74 ","$478,005.12 ","$372,191.43 ","$412,765.93 ","$657,462.31 ","$270,168.01 ","$605,357.31 ","$311,208.04 ","$464,756.32 ","$1,128,371.34 ","$421,250.35 ","$273,546.98 ",,,10/12/2023,"$734,477.63 ","$421,250.35 ","$273,546.98 "," 782,411 "," 734,478 "," (47,934)",-6.1%," 451,569 "," 421,250 "," (30,318)",-6.7%," 307,054 "," 273,547 "," (33,507)",-10.9%,,10/12/2023,-6.1%,-6.7%,-10.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2023,"$623,653.70 ","$226,376.19 ","$475,588.11 ","$372,570.99 ","$414,926.16 ","$654,115.22 ","$270,168.01 ","$608,303.37 ","$312,698.89 ","$466,106.33 ","$1,117,486.56 ","$419,152.99 ","$273,102.66 ",,,10/13/2023,"$732,030.26 ","$419,152.99 ","$273,102.66 "," 782,411 "," 732,030 "," (50,381)",-6.4%," 451,569 "," 419,153 "," (32,416)",-7.2%," 307,054 "," 273,103 "," (33,951)",-11.1%,,10/13/2023,-6.4%,-7.2%,-11.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,"$630,699.40 ","$225,853.17 ","$478,416.08 ","$373,835.39 ","$419,389.36 ","$666,027.18 ","$270,168.01 ","$611,237.37 ","$309,816.58 ","$468,984.86 ","$1,119,371.00 ","$423,561.33 ","$274,157.92 ",,,10/16/2023,"$735,889.28 ","$423,561.33 ","$274,157.92 "," 782,411 "," 735,889 "," (46,522)",-5.9%," 451,569 "," 423,561 "," (28,007)",-6.2%," 307,054 "," 274,158 "," (32,896)",-10.7%,,10/16/2023,-5.9%,-6.2%,-10.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2023,"$629,571.90 ","$225,633.87 ","$477,684.19 ","$373,724.45 ","$420,493.53 ","$666,731.42 ","$270,168.01 ","$611,971.43 ","$309,021.46 ","$470,107.53 ","$1,124,507.92 ","$423,541.91 ","$273,491.44 ",,,10/17/2023,"$737,351.87 ","$423,541.91 ","$273,491.44 "," 782,411 "," 737,352 "," (45,059)",-5.8%," 451,569 "," 423,542 "," (28,027)",-6.2%," 307,054 "," 273,491 "," (33,562)",-10.9%,,10/17/2023,-5.8%,-6.2%,-10.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2023,"$620,974.15 ","$225,962.88 ","$473,970.46 ","$371,951.18 ","$419,575.39 ","$658,756.85 ","$270,168.01 ","$608,019.28 ","$311,355.14 ","$469,439.96 ","$1,118,794.28 ","$417,900.40 ","$270,603.36 ",,,10/18/2023,"$733,053.87 ","$417,900.40 ","$270,603.36 "," 782,411 "," 733,054 "," (49,357)",-6.3%," 451,569 "," 417,900 "," (33,668)",-7.5%," 307,054 "," 270,603 "," (36,450)",-11.9%,,10/18/2023,-6.3%,-7.5%,-11.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2023,"$615,143.45 ","$225,827.88 ","$471,136.83 ","$371,053.26 ","$419,169.19 ","$652,951.68 ","$270,168.01 ","$607,131.72 ","$308,425.12 ","$467,658.64 ","$1,108,287.79 ","$414,230.02 ","$268,659.46 ",,,10/19/2023,"$727,988.47 ","$414,230.02 ","$268,659.46 "," 782,411 "," 727,988 "," (54,423)",-7.0%," 451,569 "," 414,230 "," (37,339)",-8.3%," 307,054 "," 268,659 "," (38,394)",-12.5%,,10/19/2023,-7.0%,-8.3%,-12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2023,"$606,456.45 ","$226,053.75 ","$467,277.63 ","$369,330.27 ","$416,370.59 ","$644,487.78 ","$270,168.01 ","$601,440.47 ","$308,126.95 ","$462,576.99 ","$1,099,278.75 ","$409,141.98 ","$267,437.58 ",,,10/20/2023,"$721,793.19 ","$409,141.98 ","$267,437.58 "," 782,411 "," 721,793 "," (60,618)",-7.7%," 451,569 "," 409,142 "," (42,427)",-9.4%," 307,054 "," 267,438 "," (39,616)",-12.9%,,10/20/2023,-7.7%,-9.4%,-12.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2023,"$606,918.90 ","$225,383.58 ","$466,933.46 ","$368,767.33 ","$416,562.22 ","$645,578.26 ","$270,168.01 ","$599,515.21 ","$304,077.80 ","$460,476.34 ","$1,097,393.80 ","$408,433.15 ","$267,382.04 ",,,10/23/2023,"$720,190.84 ","$408,433.15 ","$267,382.04 "," 782,411 "," 720,191 "," (62,221)",-8.0%," 451,569 "," 408,433 "," (43,136)",-9.6%," 307,054 "," 267,382 "," (39,672)",-12.9%,,10/23/2023,-8.0%,-9.6%,-12.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2023,"$612,368.65 ","$225,966.60 ","$469,987.38 ","$369,406.05 ","$418,144.77 ","$652,944.49 ","$270,168.01 ","$599,914.88 ","$308,119.99 ","$459,799.70 ","$1,101,524.86 ","$411,511.22 ","$268,881.62 ",,,10/24/2023,"$724,101.27 ","$411,511.22 ","$268,881.62 "," 782,411 "," 724,101 "," (58,310)",-7.5%," 451,569 "," 411,511 "," (40,058)",-8.9%," 307,054 "," 268,882 "," (38,172)",-12.4%,,10/24/2023,-7.5%,-8.9%,-12.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2023,"$599,934.65 ","$226,180.32 ","$464,336.40 ","$367,495.45 ","$415,605.68 ","$640,708.56 ","$270,168.01 ","$596,918.55 ","$309,599.91 ","$455,641.39 ","$1,085,936.93 ","$405,607.54 ","$266,771.10 ",,,10/25/2023,"$716,310.08 ","$405,607.54 ","$266,771.10 "," 782,411 "," 716,310 "," (66,101)",-8.4%," 451,569 "," 405,608 "," (45,961)",-10.2%," 307,054 "," 266,771 "," (40,283)",-13.1%,,10/25/2023,-8.4%,-10.2%,-13.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023,"$590,214.05 ","$226,707.06 ","$460,236.85 ","$365,919.58 ","$409,685.52 ","$626,982.57 ","$270,168.01 ","$592,267.16 ","$310,363.23 ","$451,497.35 ","$1,078,987.17 ","$400,752.54 ","$265,327.06 ",,,10/26/2023,"$709,815.79 ","$400,752.54 ","$265,327.06 "," 782,411 "," 709,816 "," (72,596)",-9.3%," 451,569 "," 400,753 "," (50,816)",-11.3%," 307,054 "," 265,327 "," (41,727)",-13.6%,,10/26/2023,-9.3%,-11.3%,-13.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023,"$590,395.00 ","$226,740.78 ","$460,395.16 ","$365,561.11 ","$408,529.70 ","$623,054.74 ","$270,168.01 ","$593,474.76 ","$309,776.83 ","$448,560.04 ","$1,077,766.83 ","$398,936.77 ","$265,104.90 ",,,10/27/2023,"$708,641.67 ","$398,936.77 ","$265,104.90 "," 782,411 "," 708,642 "," (73,770)",-9.4%," 451,569 "," 398,937 "," (52,632)",-11.7%," 307,054 "," 265,105 "," (41,949)",-13.7%,,10/27/2023,-9.4%,-11.7%,-13.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023,"$597,484.45 ","$226,185.90 ","$463,208.13 ","$366,552.75 ","$411,491.72 ","$633,683.90 ","$270,168.01 ","$594,313.31 ","$307,119.14 ","$450,768.89 ","$1,086,653.20 ","$403,704.38 ","$266,326.78 ",,,10/30/2023,"$713,396.98 ","$403,704.38 ","$266,326.78 "," 782,411 "," 713,397 "," (69,014)",-8.8%," 451,569 "," 403,704 "," (47,864)",-10.6%," 307,054 "," 266,327 "," (40,727)",-13.3%,,10/30/2023,-8.8%,-10.6%,-13.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2023,"$600,887.00 ","$226,830.78 ","$465,344.90 ","$367,330.54 ","$412,683.57 ","$638,072.48 ","$265,587.52 ","$594,978.36 ","$309,109.92 ","$451,998.72 ","$1,089,894.64 ","$406,238.69 ","$267,159.88 ",,,10/31/2023,"$716,024.46 ","$406,238.69 ","$267,159.88 "," 782,411 "," 716,024 "," (66,387)",-8.5%," 451,569 "," 406,239 "," (45,330)",-10.0%," 307,054 "," 267,160 "," (39,894)",-13.0%,,10/31/2023,-8.5%,-10.0%,-13.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2023,"$609,678.70 ","$226,379.98 ","$469,094.29 ","$367,839.66 ","$416,038.56 ","$644,465.82 ","$265,587.52 ","$594,649.53 ","$310,214.14 ","$454,989.97 ","$1,101,584.52 ","$410,569.35 ","$269,548.10 ",,,11/1/2023,"$720,785.73 ","$410,569.35 ","$269,548.10 "," 782,411 "," 720,786 "," (61,626)",-7.9%," 451,569 "," 410,569 "," (40,999)",-9.1%," 307,054 "," 269,548 "," (37,506)",-12.2%,,11/1/2023,-7.9%,-9.1%,-12.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023,"$621,431.80 ","$226,179.29 ","$474,365.30 ","$369,168.81 ","$419,389.37 ","$651,713.27 ","$265,587.52 ","$597,755.76 ","$307,133.05 ","$458,346.63 ","$1,118,926.69 ","$418,434.45 ","$273,324.82 ",,,11/2/2023,"$727,359.30 ","$418,434.45 ","$273,324.82 "," 782,411 "," 727,359 "," (55,052)",-7.0%," 451,569 "," 418,434 "," (33,134)",-7.3%," 307,054 "," 273,325 "," (33,729)",-11.0%,,11/2/2023,-7.0%,-7.3%,-11.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2023,"$628,170.15 ","$225,515.97 ","$476,916.76 ","$369,124.61 ","$420,645.20 ","$654,732.16 ","$265,587.52 ","$597,777.27 ","$301,169.65 ","$460,777.76 ","$1,126,326.64 ","$422,250.48 ","$276,046.28 ",,,11/3/2023,"$728,767.87 ","$422,250.48 ","$276,046.28 "," 782,411 "," 728,768 "," (53,643)",-6.9%," 451,569 "," 422,250 "," (29,318)",-6.5%," 307,054 "," 276,046 "," (31,007)",-10.1%,,11/3/2023,-6.9%,-6.5%,-10.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2023,"$630,265.15 ","$224,744.22 ","$477,273.82 ","$368,809.54 ","$420,768.92 ","$654,350.26 ","$265,587.52 ","$596,267.47 ","$301,368.43 ","$460,261.34 ","$1,134,556.74 ","$423,221.48 ","$275,490.88 ",,,11/6/2023,"$730,329.21 ","$423,221.48 ","$275,490.88 "," 782,411 "," 730,329 "," (52,082)",-6.7%," 451,569 "," 423,221 "," (28,347)",-6.3%," 307,054 "," 275,491 "," (31,563)",-10.3%,,11/6/2023,-6.7%,-6.3%,-10.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023,"$634,362.55 ","$224,660.36 ","$479,164.84 ","$368,328.29 ","$423,969.64 ","$660,400.87 ","$265,587.52 ","$590,716.33 ","$302,859.28 ","$461,178.75 ","$1,148,401.87 ","$424,425.52 ","$275,824.12 ",,,11/7/2023,"$734,117.28 ","$424,425.52 ","$275,824.12 "," 782,411 "," 734,117 "," (48,294)",-6.2%," 451,569 "," 424,426 "," (27,143)",-6.0%," 307,054 "," 275,824 "," (31,230)",-10.2%,,11/7/2023,-6.2%,-6.0%,-10.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2023,"$634,812.15 ","$223,500.81 ","$478,421.12 ","$368,028.95 ","$423,080.84 ","$657,404.70 ","$265,587.52 ","$585,574.37 ","$302,461.72 ","$459,795.83 ","$1,153,727.46 ","$424,736.24 ","$276,046.28 ",,,11/8/2023,"$733,274.77 ","$424,736.24 ","$276,046.28 "," 782,411 "," 733,275 "," (49,137)",-6.3%," 451,569 "," 424,736 "," (26,833)",-5.9%," 307,054 "," 276,046 "," (31,007)",-10.1%,,11/8/2023,-6.3%,-5.9%,-10.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2023,"$629,733.60 ","$224,443.92 ","$476,856.03 ","$367,732.61 ","$424,279.07 ","$658,962.57 ","$265,587.52 ","$586,247.69 ","$304,946.47 ","$459,119.12 ","$1,144,097.15 ","$421,425.13 ","$274,435.62 ",,,11/9/2023,"$731,862.67 ","$421,425.13 ","$274,435.62 "," 782,411 "," 731,863 "," (50,549)",-6.5%," 451,569 "," 421,425 "," (30,144)",-6.7%," 307,054 "," 274,436 "," (32,618)",-10.6%,,11/9/2023,-6.5%,-6.7%,-10.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2023,"$642,228.55 ","$223,147.38 ","$481,639.90 ","$368,539.90 ","$428,217.08 ","$667,082.17 ","$265,587.52 ","$584,028.95 ","$303,952.57 ","$461,168.60 ","$1,171,726.69 ","$427,998.80 ","$276,268.44 ",,,11/10/2023,"$740,207.95 ","$427,998.80 ","$276,268.44 "," 782,411 "," 740,208 "," (42,203)",-5.4%," 451,569 "," 427,999 "," (23,570)",-5.2%," 307,054 "," 276,268 "," (30,785)",-10.0%,,11/10/2023,-5.4%,-5.2%,-10.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2023,"$640,842.65 ","$223,609.66 ","$481,354.84 ","$368,944.91 ","$426,917.22 ","$664,513.43 ","$265,587.52 ","$588,499.25 ","$302,759.89 ","$461,466.22 ","$1,167,782.27 ","$427,590.98 ","$276,323.98 ",,,11/13/2023,"$739,539.70 ","$427,590.98 ","$276,323.98 "," 782,411 "," 739,540 "," (42,872)",-5.5%," 451,569 "," 427,591 "," (23,978)",-5.3%," 307,054 "," 276,324 "," (30,730)",-10.0%,,11/13/2023,-5.5%,-5.3%,-10.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2023,"$654,419.15 ","$222,795.21 ","$486,927.53 ","$369,293.71 ","$427,591.58 ","$667,875.28 ","$265,587.52 ","$590,773.08 ","$292,465.08 ","$466,364.12 ","$1,187,333.03 ","$435,883.32 ","$281,378.12 ",,,11/14/2023,"$743,847.11 ","$435,883.32 ","$281,378.12 "," 782,411 "," 743,847 "," (38,564)",-4.9%," 451,569 "," 435,883 "," (15,685)",-3.5%," 307,054 "," 281,378 "," (25,676)",-8.4%,,11/14/2023,-4.9%,-3.5%,-8.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2023,"$655,365.20 ","$222,922.26 ","$487,485.88 ","$369,258.07 ","$431,136.47 ","$674,063.28 ","$265,587.52 ","$588,692.60 ","$294,510.52 ","$466,099.37 ","$1,182,909.04 ","$436,805.77 ","$281,267.04 ",,,11/15/2023,"$744,169.95 ","$436,805.77 ","$281,267.04 "," 782,411 "," 744,170 "," (38,241)",-4.9%," 451,569 "," 436,806 "," (14,763)",-3.3%," 307,054 "," 281,267 "," (25,787)",-8.4%,,11/15/2023,-4.9%,-3.3%,-8.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2023,"$656,062.05 ","$224,261.92 ","$488,910.38 ","$368,863.24 ","$431,447.90 ","$675,239.18 ","$265,587.52 ","$587,271.71 ","$294,450.89 ","$467,921.80 ","$1,181,346.09 ","$437,339.82 ","$281,489.20 ",,,11/16/2023,"$743,627.07 ","$437,339.82 ","$281,489.20 "," 782,411 "," 743,627 "," (38,784)",-5.0%," 451,569 "," 437,340 "," (14,229)",-3.2%," 307,054 "," 281,489 "," (25,565)",-8.3%,,11/16/2023,-5.0%,-3.2%,-8.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2023,"$656,545.25 ","$223,634.72 ","$488,585.10 ","$368,885.54 ","$430,951.54 ","$673,898.49 ","$265,587.52 ","$590,013.13 ","$291,330.04 ","$467,945.13 ","$1,178,398.93 ","$437,883.58 ","$282,933.24 ",,,11/17/2023,"$742,620.75 ","$437,883.58 ","$282,933.24 "," 782,411 "," 742,621 "," (39,791)",-5.1%," 451,569 "," 437,884 "," (13,685)",-3.0%," 307,054 "," 282,933 "," (24,121)",-7.9%,,11/17/2023,-5.1%,-3.0%,-7.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2023,"$663,350.30 ","$223,104.05 ","$491,324.09 ","$368,998.30 ","$433,820.68 ","$680,125.22 ","$265,587.52 ","$591,976.03 ","$289,242.85 ","$469,772.43 ","$1,190,146.53 ","$441,252.95 ","$283,932.96 ",,,11/20/2023,"$747,210.18 ","$441,252.95 ","$283,932.96 "," 782,411 "," 747,210 "," (35,201)",-4.5%," 451,569 "," 441,253 "," (10,316)",-2.3%," 307,054 "," 283,933 "," (23,121)",-7.5%,,11/20/2023,-4.5%,-2.3%,-7.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2023,"$660,554.05 ","$224,439.02 ","$491,103.12 ","$368,981.76 ","$433,138.18 ","$679,228.72 ","$265,587.52 ","$596,315.85 ","$291,131.26 ","$470,391.00 ","$1,180,303.43 ","$440,291.66 ","$283,433.10 ",,,11/21/2023,"$745,984.60 ","$440,291.66 ","$283,433.10 "," 782,411 "," 745,985 "," (36,427)",-4.7%," 451,569 "," 440,292 "," (11,277)",-2.5%," 307,054 "," 283,433 "," (23,621)",-7.7%,,11/21/2023,-4.7%,-2.5%,-7.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2023,"$663,268.10 ","$224,336.68 ","$492,302.90 ","$369,488.94 ","$435,661.80 ","$683,618.52 ","$265,587.52 ","$593,326.82 ","$292,721.50 ","$470,445.97 ","$1,185,113.04 ","$441,990.91 ","$284,210.66 ",,,11/22/2023,"$747,956.68 ","$441,990.91 ","$284,210.66 "," 782,411 "," 747,957 "," (34,455)",-4.4%," 451,569 "," 441,991 "," (9,578)",-2.1%," 307,054 "," 284,211 "," (22,843)",-7.4%,,11/22/2023,-4.4%,-2.1%,-7.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2023,"$662,962.30 ","$224,428.45 ","$492,200.02 ","$368,857.62 ","$436,630.05 ","$684,818.26 ","$265,587.52 ","$593,571.94 ","$289,749.74 ","$470,988.70 ","$1,186,712.18 ","$442,262.79 ","$284,266.20 ",,,11/24/2023,"$747,997.07 ","$442,262.79 ","$284,266.20 "," 782,411 "," 747,997 "," (34,414)",-4.4%," 451,569 "," 442,263 "," (9,306)",-2.1%," 307,054 "," 284,266 "," (22,788)",-7.4%,,11/24/2023,-4.4%,-2.1%,-7.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023,"$662,063.20 ","$224,967.87 ","$492,217.25 ","$368,644.86 ","$435,278.83 ","$683,158.31 ","$265,587.52 ","$594,285.41 ","$289,988.27 ","$471,861.26 ","$1,184,044.56 ","$441,466.57 ","$284,266.20 ",,,11/27/2023,"$747,098.70 ","$441,466.57 ","$284,266.20 "," 782,411 "," 747,099 "," (35,313)",-4.5%," 451,569 "," 441,467 "," (10,102)",-2.2%," 307,054 "," 284,266 "," (22,788)",-7.4%,,11/27/2023,-4.5%,-2.2%,-7.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023,"$663,323.35 ","$226,117.41 ","$493,735.79 ","$369,101.74 ","$438,612.20 ","$690,408.83 ","$265,587.52 ","$600,672.58 ","$289,988.27 ","$474,347.90 ","$1,182,376.07 ","$441,903.52 ","$284,877.14 ",,,11/28/2023,"$750,182.37 ","$441,903.52 ","$284,877.14 "," 782,411 "," 750,182 "," (32,229)",-4.1%," 451,569 "," 441,904 "," (9,665)",-2.1%," 307,054 "," 284,877 "," (22,177)",-7.2%,,11/28/2023,-4.1%,-2.1%,-7.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
